context,dialogue_id,model,reference,response,annotations.overall,am_scores,fm_scores,am_fm_scores
"hello , mr . black , how are you ?
fine , thank you , and how are you ?
very well , thank you . it 's nice to meet you again . i am awfully sorry for not being able to meet you at the airport , as i was busy yesterday . i do hope you had a very enjoyable trip from new york .",dailydialog-gupta_00259,seq2seqf,"['yes it was a lovely time in new york .', ""it was good but , as always , i 'm glad to be back home now ."", 'it was a short trip but i made the most of it .', 'yes , a very pleasant journey indeed . thank you .']","yes , i did . i 've been here for a long time .",0.8776856041866326,0.9124969,0.8428742839729356,0.8776856041866326
"good morning . what 's the matter with you ?
good morning , doctor . i have a terrible headache .
all right , young man . tell me how it got started .
yesterday i had a runny nose . now my nose is stuffed up . i have a sore throat . and i 'm afraid i 've got a temperature . i feel terrible .
do n't worry , young man . lat me give you an examination . first let me take a look at your throat . open your mouth and say'ah ' .
ah .
your throat is inflamed . and your tongue is heavily coated . you have all the symptoms of influenza .",dailydialog-gupta_00260,human,"['can i take medicine for it ?', 'how long will it last', 'oh no !   can you check again ?', 'what am i supposed to do then ?']",what is influenza ?,0.7730090657407633,0.92956805,0.6164500791896564,0.7730090657407633
"good morning . what 's the matter with you ?
good morning , doctor . i have a terrible headache .
all right , young man . tell me how it got started .
yesterday i had a runny nose . now my nose is stuffed up . i have a sore throat . and i 'm afraid i 've got a temperature . i feel terrible .
do n't worry , young man . lat me give you an examination . first let me take a look at your throat . open your mouth and say'ah ' .
ah .
your throat is inflamed . and your tongue is heavily coated . you have all the symptoms of influenza .",dailydialog-gupta_00261,seq2seqf,"['can i take medicine for it ?', 'how long will it last', 'oh no !   can you check again ?', 'what am i supposed to do then ?']",i do n't know .,0.8372699994251984,0.89835596,0.7761840380044495,0.8372699994251984
"good morning . what 's the matter with you ?
good morning , doctor . i have a terrible headache .
all right , young man . tell me how it got started .
yesterday i had a runny nose . now my nose is stuffed up . i have a sore throat . and i 'm afraid i 've got a temperature . i feel terrible .
do n't worry , young man . lat me give you an examination . first let me take a look at your throat . open your mouth and say'ah ' .
ah .
your throat is inflamed . and your tongue is heavily coated . you have all the symptoms of influenza .",dailydialog-gupta_00262,CVAEf,"['can i take medicine for it ?', 'how long will it last', 'oh no !   can you check again ?', 'what am i supposed to do then ?']","i have lemonade , doctor .",0.8656455932333696,0.93104076,0.8002504226117588,0.8656455932333696
"good morning . what 's the matter with you ?
good morning , doctor . i have a terrible headache .
all right , young man . tell me how it got started .
yesterday i had a runny nose . now my nose is stuffed up . i have a sore throat . and i 'm afraid i 've got a temperature . i feel terrible .
do n't worry , young man . lat me give you an examination . first let me take a look at your throat . open your mouth and say'ah ' .
ah .
your throat is inflamed . and your tongue is heavily coated . you have all the symptoms of influenza .",dailydialog-gupta_00263,hredf,"['can i take medicine for it ?', 'how long will it last', 'oh no !   can you check again ?', 'what am i supposed to do then ?']",thank you for inviting me .,0.8780322196052306,0.9192306,0.8368338588805662,0.8780322196052306
"good morning . what 's the matter with you ?
good morning , doctor . i have a terrible headache .
all right , young man . tell me how it got started .
yesterday i had a runny nose . now my nose is stuffed up . i have a sore throat . and i 'm afraid i 've got a temperature . i feel terrible .
do n't worry , young man . lat me give you an examination . first let me take a look at your throat . open your mouth and say'ah ' .
ah .
your throat is inflamed . and your tongue is heavily coated . you have all the symptoms of influenza .",dailydialog-gupta_00264,dualencoder_train,"['can i take medicine for it ?', 'how long will it last', 'oh no !   can you check again ?', 'what am i supposed to do then ?']",i see . come here . the high heels here look really attractive . but i wonder whether it 's comfortable to wear any of them ?,0.9436879664485687,0.9031644,0.9842115461478699,0.9436879664485687
"good evening , madam . can i help you ?
yes . i bought this sheet here yesterday .",dailydialog-gupta_00265,hredf,"['is there a problem with it ?', 'yes , i recognize you from yesterday .', 'and how may i assist you with it ?', 'anything wrong with it ?']","i see . well , if you want to order your room , you can make sure that you have a luncheon order .",0.870063492298905,0.8764649,0.8636620812431653,0.870063492298905
"good evening , madam . can i help you ?
yes . i bought this sheet here yesterday .",dailydialog-gupta_00266,human,"['is there a problem with it ?', 'yes , i recognize you from yesterday .', 'and how may i assist you with it ?', 'anything wrong with it ?']",were you hoping to make a return or an exchange ?,0.9549267863953352,0.92740273,0.9824508380342007,0.9549267863953352
"good evening , madam . can i help you ?
yes . i bought this sheet here yesterday .",dailydialog-gupta_00267,dualencoder_train,"['is there a problem with it ?', 'yes , i recognize you from yesterday .', 'and how may i assist you with it ?', 'anything wrong with it ?']",that 's fine . do you have any specials for your guests ?,0.9363060517657349,0.91643584,0.9561762657858034,0.9363060517657349
"good evening , madam . can i help you ?
yes . i bought this sheet here yesterday .",dailydialog-gupta_00268,seq2seqf,"['is there a problem with it ?', 'yes , i recognize you from yesterday .', 'and how may i assist you with it ?', 'anything wrong with it ?']",what 's your problem ?,0.9690155536321858,0.95918983,0.978841275053831,0.9690155536321858
"good evening , madam . can i help you ?
yes . i bought this sheet here yesterday .",dailydialog-gupta_00269,CVAEf,"['is there a problem with it ?', 'yes , i recognize you from yesterday .', 'and how may i assist you with it ?', 'anything wrong with it ?']",all right . would you like to try this one ?,0.8877096101822455,0.93184334,0.84357587996761,0.8877096101822455
"there 's a new girl in school , have you seen her yet ?
i have n't seen her yet .
i think that she is very pretty .
tell me how she looks .
she 's kind of short .
what height is she ?
she 's probably about five feet .
that 's nice , but tell me what she looks like .",dailydialog-gupta_00270,hredf,"['she has beautiful long brown hair .', 'she kind of looks like megan fox in a weird way .', 'she has really pretty blue eyes .', 'the first thing i noticed was her beautiful brown eyes .']",she is a little bit .,0.9466446537722073,0.9027874,0.9905019201733513,0.9466446537722073
"there 's a new girl in school , have you seen her yet ?
i have n't seen her yet .
i think that she is very pretty .
tell me how she looks .
she 's kind of short .
what height is she ?
she 's probably about five feet .
that 's nice , but tell me what she looks like .",dailydialog-gupta_00271,seq2seqf,"['she has beautiful long brown hair .', 'she kind of looks like megan fox in a weird way .', 'she has really pretty blue eyes .', 'the first thing i noticed was her beautiful brown eyes .']",i know .,0.7905403326276097,0.9125315,0.6685491701609202,0.7905403326276097
"there 's a new girl in school , have you seen her yet ?
i have n't seen her yet .
i think that she is very pretty .
tell me how she looks .
she 's kind of short .
what height is she ?
she 's probably about five feet .
that 's nice , but tell me what she looks like .",dailydialog-gupta_00272,CVAEf,"['she has beautiful long brown hair .', 'she kind of looks like megan fox in a weird way .', 'she has really pretty blue eyes .', 'the first thing i noticed was her beautiful brown eyes .']","she 's not good at remembering , too .",0.9101250085812237,0.90146303,0.9187869853936486,0.9101250085812237
"there 's a new girl in school , have you seen her yet ?
i have n't seen her yet .
i think that she is very pretty .
tell me how she looks .
she 's kind of short .
what height is she ?
she 's probably about five feet .
that 's nice , but tell me what she looks like .",dailydialog-gupta_00273,dualencoder_train,"['she has beautiful long brown hair .', 'she kind of looks like megan fox in a weird way .', 'she has really pretty blue eyes .', 'the first thing i noticed was her beautiful brown eyes .']","right now he speaks mostly chinese , and he can say a few english words . but he will learn .",0.8795772999792759,0.8770741,0.8820804775296577,0.8795772999792759
"there 's a new girl in school , have you seen her yet ?
i have n't seen her yet .
i think that she is very pretty .
tell me how she looks .
she 's kind of short .
what height is she ?
she 's probably about five feet .
that 's nice , but tell me what she looks like .",dailydialog-gupta_00274,human,"['she has beautiful long brown hair .', 'she kind of looks like megan fox in a weird way .', 'she has really pretty blue eyes .', 'the first thing i noticed was her beautiful brown eyes .']",she had blonde hair and wears cool rock shirts and is thing,0.8069014870871294,0.77000695,0.8437960195043064,0.8069014870871294
"good afternoon . can i be of service ?
i do n't know . can i purchase treasury certificates here at this counter ?
yes , of course . we have treasury notes with two , three and five - year terms available .
two years is fine , with a value of 1,000 rib .
ok , could i take a look at some i d please , like a passport ?
here you go . by the way , is it possible to cash them before the maturity comes up ?",dailydialog-gupta_00275,hredf,"['yes , as long as you bring your i d at that time .', ""no , i 'm sorry . you 'll have to wait until it matures ."", 'if you cash them prior to maturity you will be subject to a fee .', ""no , i 'm afraid that is n't possible . you must wait until maturity before you cash them .""]","yes , i see . i 'll have to put it in the account .",0.901409412533899,0.92489696,0.8779218695776857,0.901409412533899
"good afternoon . can i be of service ?
i do n't know . can i purchase treasury certificates here at this counter ?
yes , of course . we have treasury notes with two , three and five - year terms available .
two years is fine , with a value of 1,000 rib .
ok , could i take a look at some i d please , like a passport ?
here you go . by the way , is it possible to cash them before the maturity comes up ?",dailydialog-gupta_00276,dualencoder_train,"['yes , as long as you bring your i d at that time .', ""no , i 'm sorry . you 'll have to wait until it matures ."", 'if you cash them prior to maturity you will be subject to a fee .', ""no , i 'm afraid that is n't possible . you must wait until maturity before you cash them .""]",of course . here is our thickening mascara . we also have mascara designed to lengthen the eyelashes .,0.9135972122879484,0.8311554,0.9960390052262265,0.9135972122879484
"good afternoon . can i be of service ?
i do n't know . can i purchase treasury certificates here at this counter ?
yes , of course . we have treasury notes with two , three and five - year terms available .
two years is fine , with a value of 1,000 rib .
ok , could i take a look at some i d please , like a passport ?
here you go . by the way , is it possible to cash them before the maturity comes up ?",dailydialog-gupta_00277,seq2seqf,"['yes , as long as you bring your i d at that time .', ""no , i 'm sorry . you 'll have to wait until it matures ."", 'if you cash them prior to maturity you will be subject to a fee .', ""no , i 'm afraid that is n't possible . you must wait until maturity before you cash them .""]","yes , i have . i have to pay my credit card .",0.8703918819391342,0.90895855,0.8318252096103851,0.8703918819391342
"good afternoon . can i be of service ?
i do n't know . can i purchase treasury certificates here at this counter ?
yes , of course . we have treasury notes with two , three and five - year terms available .
two years is fine , with a value of 1,000 rib .
ok , could i take a look at some i d please , like a passport ?
here you go . by the way , is it possible to cash them before the maturity comes up ?",dailydialog-gupta_00278,human,"['yes , as long as you bring your i d at that time .', ""no , i 'm sorry . you 'll have to wait until it matures ."", 'if you cash them prior to maturity you will be subject to a fee .', ""no , i 'm afraid that is n't possible . you must wait until maturity before you cash them .""]",yes,0.7357906987427986,0.9210043,0.550577102136476,0.7357906987427986
"good afternoon . can i be of service ?
i do n't know . can i purchase treasury certificates here at this counter ?
yes , of course . we have treasury notes with two , three and five - year terms available .
two years is fine , with a value of 1,000 rib .
ok , could i take a look at some i d please , like a passport ?
here you go . by the way , is it possible to cash them before the maturity comes up ?",dailydialog-gupta_00279,CVAEf,"['yes , as long as you bring your i d at that time .', ""no , i 'm sorry . you 'll have to wait until it matures ."", 'if you cash them prior to maturity you will be subject to a fee .', ""no , i 'm afraid that is n't possible . you must wait until maturity before you cash them .""]",certainly . here you are . and here 's the money .,0.9323335295333783,0.8718683,0.9927987467079005,0.9323335295333783
"can i have the roll of film developed here ?
surely of course .
here is the film . can i get my pictures tomorrow ?
sure .",dailydialog-gupta_00280,seq2seqf,"['what time would i be able to pick them up', 'how much will it cost to process the film', 'should i call before i come in to get them ?', 'besides i want two copies of all the photos .']",thank you .,0.9033902961901554,0.93358076,0.8731998361928719,0.9033902961901554
"can i have the roll of film developed here ?
surely of course .
here is the film . can i get my pictures tomorrow ?
sure .",dailydialog-gupta_00281,hredf,"['what time would i be able to pick them up', 'how much will it cost to process the film', 'should i call before i come in to get them ?', 'besides i want two copies of all the photos .']",thank you .,0.9033902961901554,0.93358076,0.8731998361928719,0.9033902961901554
"can i have the roll of film developed here ?
surely of course .
here is the film . can i get my pictures tomorrow ?
sure .",dailydialog-gupta_00282,human,"['what time would i be able to pick them up', 'how much will it cost to process the film', 'should i call before i come in to get them ?', 'besides i want two copies of all the photos .']",thanks . can i call you before coming to collect it,0.9374231090311773,0.90556806,0.9692781548032298,0.9374231090311773
"can i have the roll of film developed here ?
surely of course .
here is the film . can i get my pictures tomorrow ?
sure .",dailydialog-gupta_00283,dualencoder_train,"['what time would i be able to pick them up', 'how much will it cost to process the film', 'should i call before i come in to get them ?', 'besides i want two copies of all the photos .']",how about this blue sweater ?,0.8928231336348782,0.90079343,0.8848528340803643,0.8928231336348782
"can i have the roll of film developed here ?
surely of course .
here is the film . can i get my pictures tomorrow ?
sure .",dailydialog-gupta_00284,CVAEf,"['what time would i be able to pick them up', 'how much will it cost to process the film', 'should i call before i come in to get them ?', 'besides i want two copies of all the photos .']",thank you .,0.9033902961901554,0.93358076,0.8731998361928719,0.9033902961901554
"i 'm sorry i 'm so late . i had a really bad day .
it 's ten after six . we 're late . but dinner is at six thirty .
i know . i know . i 'm really sorry . i lost my bag .",dailydialog-gupta_00285,human,"['its okay . now lets just hurry up', 'what bag did you lose ?', 'we can cancel if you would like', ""i 'll call the lost and found office .""]","oh , i 'm so sorry to hear that ! would you like to reschedule dinner out , or would you like to eat at home tonight ?",0.9285574624206341,0.91718423,0.9399306911758019,0.9285574624206341
"i 'm sorry i 'm so late . i had a really bad day .
it 's ten after six . we 're late . but dinner is at six thirty .
i know . i know . i 'm really sorry . i lost my bag .",dailydialog-gupta_00286,seq2seqf,"['its okay . now lets just hurry up', 'what bag did you lose ?', 'we can cancel if you would like', ""i 'll call the lost and found office .""]",what 's the problem ?,0.948845506670529,0.90681934,0.9908716697741635,0.948845506670529
"i 'm sorry i 'm so late . i had a really bad day .
it 's ten after six . we 're late . but dinner is at six thirty .
i know . i know . i 'm really sorry . i lost my bag .",dailydialog-gupta_00287,dualencoder_train,"['its okay . now lets just hurry up', 'what bag did you lose ?', 'we can cancel if you would like', ""i 'll call the lost and found office .""]",class starts in twenty minutes . you have to turn it in at the beginning of class today .,0.9082607720913637,0.8702663,0.9462552258614993,0.9082607720913637
"i 'm sorry i 'm so late . i had a really bad day .
it 's ten after six . we 're late . but dinner is at six thirty .
i know . i know . i 'm really sorry . i lost my bag .",dailydialog-gupta_00288,CVAEf,"['its okay . now lets just hurry up', 'what bag did you lose ?', 'we can cancel if you would like', ""i 'll call the lost and found office .""]",you have to get off this afternoon .,0.9363861731905084,0.93086255,0.9419098004139148,0.9363861731905084
"i 'm sorry i 'm so late . i had a really bad day .
it 's ten after six . we 're late . but dinner is at six thirty .
i know . i know . i 'm really sorry . i lost my bag .",dailydialog-gupta_00289,hredf,"['its okay . now lets just hurry up', 'what bag did you lose ?', 'we can cancel if you would like', ""i 'll call the lost and found office .""]",but i 'm sorry to hear that .,0.9401304551602734,0.9344559,0.9458050387385155,0.9401304551602734
"have you got any experience in advertising ?
yes , i have been working in the public relations section of a company in the past two years . i plan the advertising campaign and cooperate the work of artists and typographers . sometimes i have to do the work of a specialist when there 's something urgent .
do you have any practical experience as a secretary ?",dailydialog-gupta_00290,human,"[""the tasks my public relations position requires for success are extremely similar to the tasks required of a secretary . i 'm sure i would excel in the position ."", 'not per se . however , i am apt at the skills necessary for a successful secretary .', 'every now and again i take the role of secretary at my current job .', 'yes , sir . i acted as a secretary in an insurance company .']",no i have not worked as a secretary,0.9087018509886974,0.8574462,0.9599575082823264,0.9087018509886974
"have you got any experience in advertising ?
yes , i have been working in the public relations section of a company in the past two years . i plan the advertising campaign and cooperate the work of artists and typographers . sometimes i have to do the work of a specialist when there 's something urgent .
do you have any practical experience as a secretary ?",dailydialog-gupta_00291,CVAEf,"[""the tasks my public relations position requires for success are extremely similar to the tasks required of a secretary . i 'm sure i would excel in the position ."", 'not per se . however , i am apt at the skills necessary for a successful secretary .', 'every now and again i take the role of secretary at my current job .', 'yes , sir . i acted as a secretary in an insurance company .']","yes , i have . i like the design of my children and i think i am very interested in journalism .",0.9139085155707029,0.9079963,0.9198207342587763,0.9139085155707029
"have you got any experience in advertising ?
yes , i have been working in the public relations section of a company in the past two years . i plan the advertising campaign and cooperate the work of artists and typographers . sometimes i have to do the work of a specialist when there 's something urgent .
do you have any practical experience as a secretary ?",dailydialog-gupta_00292,dualencoder_train,"[""the tasks my public relations position requires for success are extremely similar to the tasks required of a secretary . i 'm sure i would excel in the position ."", 'not per se . however , i am apt at the skills necessary for a successful secretary .', 'every now and again i take the role of secretary at my current job .', 'yes , sir . i acted as a secretary in an insurance company .']","yeah , as long as i have a computer and internet access , i can start working . i recently enjoy working in my own place and at my own pace .",0.9134898286873543,0.8387196,0.9882600509751723,0.9134898286873543
"have you got any experience in advertising ?
yes , i have been working in the public relations section of a company in the past two years . i plan the advertising campaign and cooperate the work of artists and typographers . sometimes i have to do the work of a specialist when there 's something urgent .
do you have any practical experience as a secretary ?",dailydialog-gupta_00293,hredf,"[""the tasks my public relations position requires for success are extremely similar to the tasks required of a secretary . i 'm sure i would excel in the position ."", 'not per se . however , i am apt at the skills necessary for a successful secretary .', 'every now and again i take the role of secretary at my current job .', 'yes , sir . i acted as a secretary in an insurance company .']","yes , i have obtained some changes and knowledge .",0.8601040573019911,0.9272546,0.7929534973897793,0.8601040573019911
"have you got any experience in advertising ?
yes , i have been working in the public relations section of a company in the past two years . i plan the advertising campaign and cooperate the work of artists and typographers . sometimes i have to do the work of a specialist when there 's something urgent .
do you have any practical experience as a secretary ?",dailydialog-gupta_00294,seq2seqf,"[""the tasks my public relations position requires for success are extremely similar to the tasks required of a secretary . i 'm sure i would excel in the position ."", 'not per se . however , i am apt at the skills necessary for a successful secretary .', 'every now and again i take the role of secretary at my current job .', 'yes , sir . i acted as a secretary in an insurance company .']","yes , i have . i have been working in a company where i was in the states .",0.9237661408049023,0.89300287,0.9545294139111351,0.9237661408049023
today i want to invite you to talk about insurance you 're interested in .,dailydialog-gupta_00295,CVAEf,"['insurance ? what kind of insurance ?', 'you mean health insurance ?', ""i do have homeowners ' insurance and would like to discuss that ."", 'thank you . i wonder whether i can enjoy the life insurance and health insurance .']",i think you should definitely learn more .,0.9711269573962238,0.96465117,0.9776027473997168,0.9711269573962238
today i want to invite you to talk about insurance you 're interested in .,dailydialog-gupta_00296,seq2seqf,"['insurance ? what kind of insurance ?', 'you mean health insurance ?', ""i do have homeowners ' insurance and would like to discuss that ."", 'thank you . i wonder whether i can enjoy the life insurance and health insurance .']",i 'm afraid i ca n't . i 'm not sure .,0.898681077377411,0.90539724,0.8919649184076236,0.898681077377411
today i want to invite you to talk about insurance you 're interested in .,dailydialog-gupta_00297,dualencoder_train,"['insurance ? what kind of insurance ?', 'you mean health insurance ?', ""i do have homeowners ' insurance and would like to discuss that ."", 'thank you . i wonder whether i can enjoy the life insurance and health insurance .']",thank you very much . i 'm looking forward to hearing from you about this job .,0.9773840181267324,0.97133577,0.9834322675538186,0.9773840181267324
today i want to invite you to talk about insurance you 're interested in .,dailydialog-gupta_00298,hredf,"['insurance ? what kind of insurance ?', 'you mean health insurance ?', ""i do have homeowners ' insurance and would like to discuss that ."", 'thank you . i wonder whether i can enjoy the life insurance and health insurance .']",what is it ?,0.9472761240089298,0.89966303,0.9948892169166329,0.9472761240089298
today i want to invite you to talk about insurance you 're interested in .,dailydialog-gupta_00299,human,"['insurance ? what kind of insurance ?', 'you mean health insurance ?', ""i do have homeowners ' insurance and would like to discuss that ."", 'thank you . i wonder whether i can enjoy the life insurance and health insurance .']","thank you for inviting me to talk about insurance with you , as like you said , i am interested .",0.9361774662643761,0.95846665,0.9138882834732713,0.9361774662643761
excuse me . check please .,dailydialog-gupta_00300,seq2seqf,"['yes , right away sir .', 'would you like anything else ?', 'sure , and how was your meal ?', 'ok , how was everything ?']","yes , sir .",0.8940850235308717,0.9247477,0.8634223416021488,0.8940850235308717
excuse me . check please .,dailydialog-gupta_00301,hredf,"['yes , right away sir .', 'would you like anything else ?', 'sure , and how was your meal ?', 'ok , how was everything ?']","sure . what 's your name , please ?",0.9564146399833187,0.9459683,0.9668610096648184,0.9564146399833187
excuse me . check please .,dailydialog-gupta_00302,human,"['yes , right away sir .', 'would you like anything else ?', 'sure , and how was your meal ?', 'ok , how was everything ?']","sure , i 'll grab it and be right with you .",0.9300889144006261,0.90302116,0.9571566720133801,0.9300889144006261
excuse me . check please .,dailydialog-gupta_00303,CVAEf,"['yes , right away sir .', 'would you like anything else ?', 'sure , and how was your meal ?', 'ok , how was everything ?']",ok . can i have your ticket ?,0.9570983075337691,0.94569206,0.9685045526896086,0.9570983075337691
excuse me . check please .,dailydialog-gupta_00304,dualencoder_train,"['yes , right away sir .', 'would you like anything else ?', 'sure , and how was your meal ?', 'ok , how was everything ?']","no private vehicle , no limo . got it . where are you going ?",0.9260399163441049,0.9401256,0.9119542480858537,0.9260399163441049
"good afternoon ! did you call for a plumber ?
yes , yes i did . please come in ! i 'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there 's water leaking everywhere !
i see . let me have a look . it seems that your toilet is clogged , and that 's why it wo n't flush . let me just get my plunger . no , that 's not working either . i suspect that there 's some sort of foreign object in the pipes that 's causing a blockage . that 's what 's making your toilet overflow .
oh , that must be because of my four - year - old daughter . she is always flushing things down the toilet . you know how kids are .",dailydialog-gupta_00305,seq2seqf,"['it looks like there is a barie doll stuck in there .', 'i will need to get a special too .', 'this will take i while .', ""yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that is n't shutting off properly . i could have it all finished by today if it 's urgent .""]",i know . i 'm not sure what to say .,0.8769758361486153,0.93040925,0.8235424196536453,0.8769758361486153
"good afternoon ! did you call for a plumber ?
yes , yes i did . please come in ! i 'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there 's water leaking everywhere !
i see . let me have a look . it seems that your toilet is clogged , and that 's why it wo n't flush . let me just get my plunger . no , that 's not working either . i suspect that there 's some sort of foreign object in the pipes that 's causing a blockage . that 's what 's making your toilet overflow .
oh , that must be because of my four - year - old daughter . she is always flushing things down the toilet . you know how kids are .",dailydialog-gupta_00306,human,"['it looks like there is a barie doll stuck in there .', 'i will need to get a special too .', 'this will take i while .', ""yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that is n't shutting off properly . i could have it all finished by today if it 's urgent .""]","i sure do , i have three little ones of my own .",0.8543681686207847,0.91025025,0.7984860907167586,0.8543681686207847
"good afternoon ! did you call for a plumber ?
yes , yes i did . please come in ! i 'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there 's water leaking everywhere !
i see . let me have a look . it seems that your toilet is clogged , and that 's why it wo n't flush . let me just get my plunger . no , that 's not working either . i suspect that there 's some sort of foreign object in the pipes that 's causing a blockage . that 's what 's making your toilet overflow .
oh , that must be because of my four - year - old daughter . she is always flushing things down the toilet . you know how kids are .",dailydialog-gupta_00307,dualencoder_train,"['it looks like there is a barie doll stuck in there .', 'i will need to get a special too .', 'this will take i while .', ""yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that is n't shutting off properly . i could have it all finished by today if it 's urgent .""]","thank you , bob ! this past week has been the beginning of armageddon for many , a series of unprecedented meteorological events occurred around the world . in switzerland , a major avalanche was reported in the alps . fortunately , no one was injured . due to to the extreme cold this winter , a blizzard has struck the us midwest , causing classes in schools and universities to be temporarily canceled .",0.8656667031839729,0.79763633,0.9336970762402296,0.8656667031839729
"good afternoon ! did you call for a plumber ?
yes , yes i did . please come in ! i 'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there 's water leaking everywhere !
i see . let me have a look . it seems that your toilet is clogged , and that 's why it wo n't flush . let me just get my plunger . no , that 's not working either . i suspect that there 's some sort of foreign object in the pipes that 's causing a blockage . that 's what 's making your toilet overflow .
oh , that must be because of my four - year - old daughter . she is always flushing things down the toilet . you know how kids are .",dailydialog-gupta_00308,CVAEf,"['it looks like there is a barie doll stuck in there .', 'i will need to get a special too .', 'this will take i while .', ""yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that is n't shutting off properly . i could have it all finished by today if it 's urgent .""]","yeah , you know , she 's a _UNK . i bet you have a great _UNK on that day .",0.9436057254251663,0.9204818,0.9667296498173126,0.9436057254251663
"good afternoon ! did you call for a plumber ?
yes , yes i did . please come in ! i 'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there 's water leaking everywhere !
i see . let me have a look . it seems that your toilet is clogged , and that 's why it wo n't flush . let me just get my plunger . no , that 's not working either . i suspect that there 's some sort of foreign object in the pipes that 's causing a blockage . that 's what 's making your toilet overflow .
oh , that must be because of my four - year - old daughter . she is always flushing things down the toilet . you know how kids are .",dailydialog-gupta_00309,hredf,"['it looks like there is a barie doll stuck in there .', 'i will need to get a special too .', 'this will take i while .', ""yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that is n't shutting off properly . i could have it all finished by today if it 's urgent .""]",i 'm sure she will .,0.9025676325021137,0.9202652,0.8848700672503211,0.9025676325021137
"i 'd like you to do me a favor .
what is it ?",dailydialog-gupta_00310,hredf,"['i need someone to watch my pets while i am on vacation .', 'i would need you to water and feed them .', 'the cat will need attention .', ""can you mail this at the post office for me ? i have to go to the doctor for an appointment and i do n't have enough time to go to the post office .""]",i 'm going to replace a new mattress .,0.8758360067596587,0.9107107,0.8409613211136165,0.8758360067596587
"i 'd like you to do me a favor .
what is it ?",dailydialog-gupta_00311,CVAEf,"['i need someone to watch my pets while i am on vacation .', 'i would need you to water and feed them .', 'the cat will need attention .', ""can you mail this at the post office for me ? i have to go to the doctor for an appointment and i do n't have enough time to go to the post office .""]",i want to get a new backpack .,0.9425837375925343,0.91306126,0.9721062140080058,0.9425837375925343
"i 'd like you to do me a favor .
what is it ?",dailydialog-gupta_00312,seq2seqf,"['i need someone to watch my pets while i am on vacation .', 'i would need you to water and feed them .', 'the cat will need attention .', ""can you mail this at the post office for me ? i have to go to the doctor for an appointment and i do n't have enough time to go to the post office .""]",i 'm not sure .,0.882619837303507,0.932425,0.83281465248177,0.882619837303507
"i 'd like you to do me a favor .
what is it ?",dailydialog-gupta_00313,human,"['i need someone to watch my pets while i am on vacation .', 'i would need you to water and feed them .', 'the cat will need attention .', ""can you mail this at the post office for me ? i have to go to the doctor for an appointment and i do n't have enough time to go to the post office .""]",can you please call my sister from your phone ?,0.9384543158928803,0.932649,0.9442596154054506,0.9384543158928803
"i 'd like you to do me a favor .
what is it ?",dailydialog-gupta_00314,dualencoder_train,"['i need someone to watch my pets while i am on vacation .', 'i would need you to water and feed them .', 'the cat will need attention .', ""can you mail this at the post office for me ? i have to go to the doctor for an appointment and i do n't have enough time to go to the post office .""]",just a minute . it 's ten to nine by my watch .,0.9280822043219804,0.86279774,0.9933666715223788,0.9280822043219804
"how long will it take us to drive to london ?
i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",dailydialog-gupta_00315,hredf,"[""oh , that 's not so bad ."", ""i did n't know it was that far ."", 'sounds like a road trip for us then .', ""that 's unless there is a traffic jam . it could take three hours .""]","well , i think we should discourage the bus .",0.9444636214290992,0.9207475,0.9681797243187698,0.9444636214290992
"how long will it take us to drive to london ?
i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",dailydialog-gupta_00316,CVAEf,"[""oh , that 's not so bad ."", ""i did n't know it was that far ."", 'sounds like a road trip for us then .', ""that 's unless there is a traffic jam . it could take three hours .""]","so , we should get a car accident .",0.9253380536284959,0.9143405,0.9363356111937593,0.9253380536284959
"how long will it take us to drive to london ?
i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",dailydialog-gupta_00317,dualencoder_train,"[""oh , that 's not so bad ."", ""i did n't know it was that far ."", 'sounds like a road trip for us then .', ""that 's unless there is a traffic jam . it could take three hours .""]",how about 50 yuan ?,0.7724069819619567,0.90660465,0.6382093162874998,0.7724069819619567
