dialogue_id,model,context,response,reference,annotations.overall,am_scores,fm_scores,am_fm_scores
dstc6_21024,S_04,,,,0.695418403,,,
dstc6_21025,S_05,,,,0.716770957,,,
dstc6_21026,S_06,,,,0.83107126,,,
dstc6_21027,S_07,,,,0.685497728,,,
dstc6_21028,S_08,,,,0.862526279,,,
dstc6_21029,S_09,,,,0.96303259,,,
dstc6_21030,S_10,,,,0.96164553,,,
dstc6_21031,S_11,,,,0.912256727,,,
dstc6_21032,S_12,,,,0.943730395,,,
dstc6_21033,S_13,,,,0.862526279,,,
dstc6_21034,S_14,,,,0.947883601,,,
dstc6_21035,S_15,,,,0.840491261,,,
dstc6_21036,S_16,,,,0.926091113,,,
dstc6_21037,S_17,,,,0.975377476,,,
dstc6_21038,S_18,,,,0.892198434,,,
dstc6_21039,S_19,,,,0.728055154,,,
dstc6_21040,S_00,,,,0.67366291,,,
dstc6_21041,S_01,,,,0.694057498,,,
dstc6_21042,S_02,,,,0.700225799,,,
dstc6_21043,S_03,,,,0.692382645,,,
dstc6_21044,S_04,,,,0.658396669,,,
dstc6_21045,S_05,,,,0.643757064,,,
dstc6_21046,S_06,,,,0.692382645,,,
dstc6_21047,S_07,,,,0.70234962,,,
dstc6_21048,S_08,,,,0.700381519,,,
dstc6_21049,S_09,,,,0.768500125,,,
dstc6_21050,S_10,,,,0.731433382,,,
dstc6_21051,S_11,,,,0.723441592,,,
dstc6_21052,S_12,,,,0.743419392,,,
dstc6_21053,S_13,,,,0.663572549,,,
dstc6_21054,S_14,,,,0.969162122,,,
dstc6_21055,S_15,,,,0.971722421,,,
dstc6_21056,S_16,,,,0.969162122,,,
dstc6_21057,S_17,,,,0.969147829,,,
dstc6_21058,S_18,,,,0.732768536,,,
dstc6_21059,S_19,,,,0.660220254,,,
dstc6_21060,S_00,,,,0.674491079,,,
dstc6_21061,S_01,,,,0.714084487,,,
dstc6_21062,S_02,,,,0.716493829,,,
dstc6_21063,S_03,,,,0.852078184,,,
dstc6_21064,S_04,,,,0.659273511,,,
dstc6_21065,S_05,,,,0.788121397,,,
dstc6_21066,S_06,,,,0.852078184,,,
dstc6_21067,S_07,,,,0.667500813,,,
dstc6_21068,S_08,,,,0.714084487,,,
dstc6_21069,S_09,,,,0.695638236,,,
dstc6_21070,S_10,,,,0.694488915,,,
dstc6_21071,S_11,,,,0.734140313,,,
dstc6_21072,S_12,,,,0.895734217,,,
dstc6_21073,S_13,,,,0.683401284,,,
dstc6_21074,S_14,,,,0.929481312,,,
dstc6_21075,S_15,,,,0.945383598,,,
dstc6_21076,S_16,,,,0.929481312,,,
dstc6_21077,S_17,,,,0.929481312,,,
dstc6_21078,S_18,,,,0.957303602,,,
dstc6_21079,S_19,,,,0.703863425,,,
dstc6_21080,S_00,,,,0.797960611,,,
dstc6_21081,S_01,,,,0.653588562,,,
dstc6_21082,S_02,,,,0.711182158,,,
dstc6_21083,S_03,,,,0.954536808,,,
dstc6_21084,S_04,,,,0.644193268,,,
dstc6_21085,S_05,,,,0.650102746,,,
dstc6_21086,S_06,,,,0.954536808,,,
dstc6_21087,S_07,,,,0.650735864,,,
dstc6_21088,S_08,,,,0.661672789,,,
dstc6_21089,S_09,,,,0.638276219,,,
dstc6_21090,S_10,,,,0.931262159,,,
dstc6_21091,S_11,,,,0.797960611,,,
dstc6_21092,S_12,,,,0.773575303,,,
dstc6_21093,S_13,,,,0.653394661,,,
dstc6_21094,S_14,,,,0.688754636,,,
dstc6_21095,S_15,,,,0.818410946,,,
dstc6_21096,S_16,,,,0.666923791,,,
dstc6_21097,S_17,,,,0.953239406,,,
dstc6_21098,S_18,,,,0.951562082,,,
dstc6_21099,S_19,,,,0.660220254,,,
dstc6_21100,S_00,,,,0.752454963,,,
dstc6_21101,S_01,,,,0.647330401,,,
dstc6_21102,S_02,,,,0.662173262,,,
dstc6_21103,S_03,,,,0.910857251,,,
dstc6_21104,S_04,,,,0.6785642,,,
dstc6_21105,S_05,,,,0.732587382,,,
dstc6_21106,S_06,,,,0.910857251,,,
dstc6_21107,S_07,,,,0.653020586,,,
dstc6_21108,S_08,,,,0.647330401,,,
dstc6_21109,S_09,,,,0.742744247,,,
dstc6_21110,S_10,,,,0.655314461,,,
dstc6_21111,S_11,,,,0.700189055,,,
dstc6_21112,S_12,,,,0.962906263,,,
dstc6_21113,S_13,,,,0.743157922,,,
dstc6_21114,S_14,,,,0.950708754,,,
dstc6_21115,S_15,,,,0.961021147,,,
dstc6_21116,S_16,,,,0.969694003,,,
dstc6_21117,S_17,,,,0.910857251,,,
dstc6_21118,S_18,,,,0.910857251,,,
dstc6_21119,S_19,,,,0.703863425,,,
dstc6_21120,S_00,,,,0.838752517,,,
dstc6_21121,S_01,,,,0.771577352,,,
dstc6_21122,S_02,,,,0.968470173,,,
dstc6_21123,S_03,,,,0.928743388,,,
dstc6_21124,S_04,,,,0.731728535,,,
dstc6_21125,S_05,,,,0.956258068,,,
dstc6_21126,S_06,,,,0.928743388,,,
dstc6_21127,S_07,,,,0.761027468,,,
dstc6_21128,S_08,,,,0.968470173,,,
dstc6_21129,S_09,,,,0.839255726,,,
dstc6_21130,S_10,,,,0.738044714,,,
dstc6_21131,S_11,,,,0.979700009,,,
dstc6_21132,S_12,,,,0.781022592,,,
dstc6_21133,S_13,,,,0.761027468,,,
dstc6_21134,S_14,,,,0.956686958,,,
dstc6_21135,S_15,,,,0.959841497,,,
dstc6_21136,S_16,,,,0.956686958,,,
dstc6_21137,S_17,,,,0.852689992,,,
dstc6_21138,S_18,,,,0.960535603,,,
dstc6_21139,S_19,,,,0.820849818,,,
dstc6_21140,S_00,,,,0.824564284,,,
dstc6_21141,S_01,,,,0.826087015,,,
dstc6_21142,S_02,,,,0.802888992,,,
dstc6_21143,S_03,,,,0.892047408,,,
dstc6_21144,S_04,,,,0.900309228,,,
dstc6_21145,S_05,,,,0.856461212,,,
dstc6_21146,S_06,,,,0.892047408,,,
dstc6_21147,S_07,,,,0.916142649,,,
dstc6_21148,S_08,,,,0.83245962,,,
dstc6_21149,S_09,,,,0.852489574,,,
dstc6_21150,S_10,,,,0.815525505,,,
dstc6_21151,S_11,,,,0.894179399,,,
dstc6_21152,S_12,,,,0.803353173,,,
dstc6_21153,S_13,,,,0.913274348,,,
dstc6_21154,S_14,,,,0.864478284,,,
dstc6_21155,S_15,,,,0.913274348,,,
dstc6_21156,S_16,,,,0.832515048,,,
dstc6_21157,S_17,,,,0.913274348,,,
dstc6_21158,S_18,,,,0.87344843,,,
dstc6_21159,S_19,,,,0.893740088,,,
dstc6_21160,S_00,,,,0.880384883,,,
dstc6_21161,S_01,,,,0.843243642,,,
dstc6_21162,S_02,,,,0.855711495,,,
dstc6_21163,S_03,,,,0.746563548,,,
dstc6_21164,S_04,,,,0.933063022,,,
dstc6_21165,S_05,,,,0.854405794,,,
dstc6_21166,S_06,,,,0.746563548,,,
dstc6_21167,S_07,,,,0.933063022,,,
dstc6_21168,S_08,,,,0.718388682,,,
dstc6_21169,S_09,,,,0.947059389,,,
dstc6_21170,S_10,,,,0.882753708,,,
dstc6_21171,S_11,,,,0.825914401,,,
dstc6_21172,S_12,,,,0.949050882,,,
dstc6_21173,S_13,,,,0.806847557,,,
dstc6_21174,S_14,,,,0.92601384,,,
dstc6_21175,S_15,,,,0.755117465,,,
dstc6_21176,S_16,,,,0.92325646,,,
dstc6_21177,S_17,,,,0.920231681,,,
dstc6_21178,S_18,,,,0.767446843,,,
dstc6_21179,S_19,,,,0.928219819,,,
dstc6_21180,S_00,,,,0.762870889,,,
dstc6_21181,S_01,,,,0.953108776,,,
dstc6_21182,S_02,,,,0.928219819,,,
dstc6_21183,S_03,,,,0.81435621,,,
dstc6_21184,S_04,,,,0.804440773,,,
dstc6_21185,S_05,,,,0.865847014,,,
dstc6_21186,S_06,,,,0.81435621,,,
dstc6_21187,S_07,,,,0.777931683,,,
dstc6_21188,S_08,,,,0.949726305,,,
dstc6_21189,S_09,,,,0.749860974,,,
dstc6_21190,S_10,,,,0.768911839,,,
dstc6_21191,S_11,,,,0.858412455,,,
dstc6_21192,S_12,,,,0.732792719,,,
dstc6_21193,S_13,,,,0.742093794,,,
dstc6_21194,S_14,,,,0.94819448,,,
dstc6_21195,S_15,,,,0.947980152,,,
dstc6_21196,S_16,,,,0.966323531,,,
dstc6_21197,S_17,,,,0.950124362,,,
dstc6_21198,S_18,,,,0.725569491,,,
dstc6_21199,S_19,,,,0.730411962,,,
dstc6_21200,S_00,,,,0.748112246,,,
dstc6_21201,S_01,,,,0.82930792,,,
dstc6_21202,S_02,,,,0.750571969,,,
dstc6_21203,S_03,,,,0.797574865,,,
dstc6_21204,S_04,,,,0.735853431,,,
dstc6_21205,S_05,,,,0.762706285,,,
dstc6_21206,S_06,,,,0.797574865,,,
dstc6_21207,S_07,,,,0.740946146,,,
dstc6_21208,S_08,,,,0.849258834,,,
dstc6_21209,S_09,,,,0.94049703,,,
dstc6_21210,S_10,,,,0.822853265,,,
dstc6_21211,S_11,,,,0.818417743,,,
dstc6_21212,S_12,,,,0.833757638,,,
dstc6_21213,S_13,,,,0.755694593,,,
dstc6_21214,S_14,,,,0.955345568,,,
dstc6_21215,S_15,,,,0.94799305,,,
dstc6_21216,S_16,,,,0.935160522,,,
dstc6_21217,S_17,,,,0.955345568,,,
dstc6_21218,S_18,,,,0.932607184,,,
dstc6_21219,S_19,,,,0.730411962,,,
dstc6_21220,S_00,,,,0.903568696,,,
dstc6_21221,S_01,,,,0.950097168,,,
dstc6_21222,S_02,,,,0.907117172,,,
dstc6_21223,S_03,,,,0.766481306,,,
dstc6_21224,S_04,,,,0.731728535,,,
dstc6_21225,S_05,,,,0.716243862,,,
dstc6_21226,S_06,,,,0.766481306,,,
dstc6_21227,S_07,,,,0.741377536,,,
dstc6_21228,S_08,,,,0.903568696,,,
dstc6_21229,S_09,,,,0.903568696,,,
dstc6_21230,S_10,,,,0.937507441,,,
dstc6_21231,S_11,,,,0.898531994,,,
dstc6_21232,S_12,,,,0.883945921,,,
dstc6_21233,S_13,,,,0.729487787,,,
dstc6_21234,S_14,,,,0.823272254,,,
dstc6_21235,S_15,,,,0.903568696,,,
dstc6_21236,S_16,,,,0.823272254,,,
dstc6_21237,S_17,,,,0.903568696,,,
dstc6_21238,S_18,,,,0.903568696,,,
dstc6_21239,S_19,,,,0.791011252,,,
dstc6_21240,S_00,,,,0.947436339,,,
dstc6_21241,S_01,,,,0.946482729,,,
dstc6_21242,S_02,,,,0.714137017,,,
dstc6_21243,S_03,,,,0.794181734,,,
dstc6_21244,S_04,,,,0.743841493,,,
dstc6_21245,S_05,,,,0.749634599,,,
dstc6_21246,S_06,,,,0.794181734,,,
dstc6_21247,S_07,,,,0.77526966,,,
dstc6_21248,S_08,,,,0.946482729,,,
dstc6_21249,S_09,,,,0.781253299,,,
dstc6_21250,S_10,,,,0.7580067,,,
dstc6_21251,S_11,,,,0.856851442,,,
dstc6_21252,S_12,,,,0.965380817,,,
dstc6_21253,S_13,,,,0.960535603,,,
dstc6_21254,S_14,,,,0.777400029,,,
dstc6_21255,S_15,,,,0.950594234,,,
dstc6_21256,S_16,,,,0.815688294,,,
dstc6_21257,S_17,,,,0.815688294,,,
dstc6_21258,S_18,,,,0.844528074,,,
dstc6_21259,S_19,,,,0.9637927,,,
dstc6_21260,S_00,,,,0.798772683,,,
dstc6_21261,S_01,,,,0.955019923,,,
dstc6_21262,S_02,,,,0.824751094,,,
dstc6_21263,S_03,,,,0.923861033,,,
dstc6_21264,S_04,,,,0.945580919,,,
dstc6_21265,S_05,,,,0.88145328,,,
dstc6_21266,S_06,,,,0.923861033,,,
dstc6_21267,S_07,,,,0.862167412,,,
dstc6_21268,S_08,,,,0.835599154,,,
dstc6_21269,S_09,,,,0.84649917,,,
dstc6_21270,S_10,,,,0.838790472,,,
dstc6_21271,S_11,,,,0.803353173,,,
dstc6_21272,S_12,,,,0.867164364,,,
dstc6_21273,S_13,,,,0.858381345,,,
dstc6_21274,S_14,,,,0.955413084,,,
dstc6_21275,S_15,,,,0.967516912,,,
dstc6_21276,S_16,,,,0.947196123,,,
dstc6_21277,S_17,,,,0.947196123,,,
dstc6_21278,S_18,,,,0.967516912,,,
dstc6_21279,S_19,,,,0.893740088,,,
dstc6_21280,S_00,,,,0.74609943,,,
dstc6_21281,S_01,,,,0.778973357,,,
dstc6_21282,S_02,,,,0.96316988,,,
dstc6_21283,S_03,,,,0.871146948,,,
dstc6_21284,S_04,,,,0.761027468,,,
dstc6_21285,S_05,,,,0.742255298,,,
dstc6_21286,S_06,,,,0.871146948,,,
dstc6_21287,S_07,,,,0.761027468,,,
dstc6_21288,S_08,,,,0.778973357,,,
dstc6_21289,S_09,,,,0.931980243,,,
dstc6_21290,S_10,,,,0.795142452,,,
dstc6_21291,S_11,,,,0.935335426,,,
dstc6_21292,S_12,,,,0.780605205,,,
dstc6_21293,S_13,,,,0.800833778,,,
dstc6_21294,S_14,,,,0.926002691,,,
dstc6_21295,S_15,,,,0.946482729,,,
dstc6_21296,S_16,,,,0.933827864,,,
dstc6_21297,S_17,,,,0.927782238,,,
dstc6_21298,S_18,,,,0.915717346,,,
dstc6_21299,S_19,,,,0.820849818,,,
dstc6_21300,S_00,,,,0.819028746,,,
dstc6_21301,S_01,,,,0.825389107,,,
dstc6_21302,S_02,,,,0.875838611,,,
dstc6_21303,S_03,,,,0.868772296,,,
dstc6_21304,S_04,,,,0.69925292,,,
dstc6_21305,S_05,,,,0.697266004,,,
dstc6_21306,S_06,,,,0.868772296,,,
dstc6_21307,S_07,,,,0.711763234,,,
dstc6_21308,S_08,,,,0.825389107,,,
dstc6_21309,S_09,,,,0.936039468,,,
dstc6_21310,S_10,,,,0.933846128,,,
dstc6_21311,S_11,,,,0.935076125,,,
dstc6_21312,S_12,,,,0.947716607,,,
dstc6_21313,S_13,,,,0.875838611,,,
dstc6_21314,S_14,,,,0.931633436,,,
dstc6_21315,S_15,,,,0.951873187,,,
dstc6_21316,S_16,,,,0.944013205,,,
dstc6_21317,S_17,,,,0.944013205,,,
dstc6_21318,S_18,,,,0.876800914,,,
dstc6_21319,S_19,,,,0.730411962,,,
dstc6_21320,S_00,,,,0.773635073,,,
dstc6_21321,S_01,,,,0.765972321,,,
dstc6_21322,S_02,,,,0.738044714,,,
dstc6_21323,S_03,,,,0.740488028,,,
dstc6_21324,S_04,,,,0.731728535,,,
dstc6_21325,S_05,,,,0.766210728,,,
dstc6_21326,S_06,,,,0.740488028,,,
dstc6_21327,S_07,,,,0.719680743,,,
dstc6_21328,S_08,,,,0.765972321,,,
dstc6_21329,S_09,,,,0.790139829,,,
dstc6_21330,S_10,,,,0.756760497,,,
dstc6_21331,S_11,,,,0.916584437,,,
dstc6_21332,S_12,,,,0.893390305,,,
dstc6_21333,S_13,,,,0.821098159,,,
dstc6_21334,S_14,,,,0.898059294,,,
dstc6_21335,S_15,,,,0.974870756,,,
dstc6_21336,S_16,,,,0.969967829,,,
dstc6_21337,S_17,,,,0.969967829,,,
dstc6_21338,S_18,,,,0.917776734,,,
dstc6_21339,S_19,,,,0.730411962,,,
dstc6_21340,S_00,,,,0.945723907,,,
dstc6_21341,S_01,,,,0.806044474,,,
dstc6_21342,S_02,,,,0.846892397,,,
dstc6_21343,S_03,,,,0.926429956,,,
dstc6_21344,S_04,,,,0.777167569,,,
dstc6_21345,S_05,,,,0.744214709,,,
dstc6_21346,S_06,,,,0.926429956,,,
dstc6_21347,S_07,,,,0.765813086,,,
dstc6_21348,S_08,,,,0.806044474,,,
dstc6_21349,S_09,,,,0.956853607,,,
dstc6_21350,S_10,,,,0.964067656,,,
dstc6_21351,S_11,,,,0.958658732,,,
dstc6_21352,S_12,,,,0.920398765,,,
dstc6_21353,S_13,,,,0.826680034,,,
dstc6_21354,S_14,,,,0.950933863,,,
dstc6_21355,S_15,,,,0.964071174,,,
dstc6_21356,S_16,,,,0.950933863,,,
dstc6_21357,S_17,,,,0.950933863,,,
dstc6_21358,S_18,,,,0.914742876,,,
dstc6_21359,S_19,,,,0.785188318,,,
dstc6_21360,S_00,,,,0.786367047,,,
dstc6_21361,S_01,,,,0.825365851,,,
dstc6_21362,S_02,,,,0.797873088,,,
dstc6_21363,S_03,,,,0.911889349,,,
dstc6_21364,S_04,,,,0.770890905,,,
dstc6_21365,S_05,,,,0.825365851,,,
dstc6_21366,S_06,,,,0.911889349,,,
dstc6_21367,S_07,,,,0.762574811,,,
dstc6_21368,S_08,,,,0.7877566,,,
dstc6_21369,S_09,,,,0.747218744,,,
dstc6_21370,S_10,,,,0.744214709,,,
dstc6_21371,S_11,,,,0.958658732,,,
dstc6_21372,S_12,,,,0.963296281,,,
dstc6_21373,S_13,,,,0.764521698,,,
dstc6_21374,S_14,,,,0.933481309,,,
dstc6_21375,S_15,,,,0.929892416,,,
dstc6_21376,S_16,,,,0.933481309,,,
dstc6_21377,S_17,,,,0.911229035,,,
dstc6_21378,S_18,,,,0.813673131,,,
dstc6_21379,S_19,,,,0.785188318,,,
dstc6_21380,S_00,,,,0.875144275,,,
dstc6_21381,S_01,,,,0.92102167,,,
dstc6_21382,S_02,,,,0.817655854,,,
dstc6_21383,S_03,,,,0.929740892,,,
dstc6_21384,S_04,,,,0.896261883,,,
dstc6_21385,S_05,,,,0.917012688,,,
dstc6_21386,S_06,,,,0.929740892,,,
dstc6_21387,S_07,,,,0.94296453,,,
dstc6_21388,S_08,,,,0.92102167,,,
dstc6_21389,S_09,,,,0.80063719,,,
dstc6_21390,S_10,,,,0.819346499,,,
dstc6_21391,S_11,,,,0.94232299,,,
dstc6_21392,S_12,,,,0.91571619,,,
dstc6_21393,S_13,,,,0.845424833,,,
dstc6_21394,S_14,,,,0.93374672,,,
dstc6_21395,S_15,,,,0.963675888,,,
dstc6_21396,S_16,,,,0.886431191,,,
dstc6_21397,S_17,,,,0.940479946,,,
dstc6_21398,S_18,,,,0.944950327,,,
dstc6_21399,S_19,,,,0.922668395,,,
dstc6_21400,S_00,,,,0.835993125,,,
dstc6_21401,S_01,,,,0.817655854,,,
dstc6_21402,S_02,,,,0.808648641,,,
dstc6_21403,S_03,,,,0.964116708,,,
dstc6_21404,S_04,,,,0.782389228,,,
dstc6_21405,S_05,,,,0.970370741,,,
dstc6_21406,S_06,,,,0.964116708,,,
dstc6_21407,S_07,,,,0.776098386,,,
dstc6_21408,S_08,,,,0.772336554,,,
dstc6_21409,S_09,,,,0.87070317,,,
dstc6_21410,S_10,,,,0.952503136,,,
dstc6_21411,S_11,,,,0.924546655,,,
dstc6_21412,S_12,,,,0.922567589,,,
dstc6_21413,S_13,,,,0.926005265,,,
dstc6_21414,S_14,,,,0.942945072,,,
dstc6_21415,S_15,,,,0.919009847,,,
dstc6_21416,S_16,,,,0.974557528,,,
dstc6_21417,S_17,,,,0.94672496,,,
dstc6_21418,S_18,,,,0.966991686,,,
dstc6_21419,S_19,,,,0.922668395,,,
dstc6_21420,S_00,,,,0.931828468,,,
dstc6_21421,S_01,,,,0.792503447,,,
dstc6_21422,S_02,,,,0.817655854,,,
dstc6_21423,S_03,,,,0.926011915,,,
dstc6_21424,S_04,,,,0.756217583,,,
dstc6_21425,S_05,,,,0.967912697,,,
dstc6_21426,S_06,,,,0.926011915,,,
dstc6_21427,S_07,,,,0.862618827,,,
dstc6_21428,S_08,,,,0.792503447,,,
dstc6_21429,S_09,,,,0.882697225,,,
dstc6_21430,S_10,,,,0.831564526,,,
dstc6_21431,S_11,,,,0.954502591,,,
dstc6_21432,S_12,,,,0.79046039,,,
dstc6_21433,S_13,,,,0.828656668,,,
dstc6_21434,S_14,,,,0.947141037,,,
dstc6_21435,S_15,,,,0.867765577,,,
dstc6_21436,S_16,,,,0.967787131,,,
dstc6_21437,S_17,,,,0.967787131,,,
dstc6_21438,S_18,,,,0.930872601,,,
dstc6_21439,S_19,,,,0.922668395,,,
dstc6_21440,S_00,,,,0.808648641,,,
dstc6_21441,S_01,,,,0.768905036,,,
dstc6_21442,S_02,,,,0.750186299,,,
dstc6_21443,S_03,,,,0.835304058,,,
dstc6_21444,S_04,,,,0.787628198,,,
dstc6_21445,S_05,,,,0.806124376,,,
dstc6_21446,S_06,,,,0.835304058,,,
dstc6_21447,S_07,,,,0.774238402,,,
dstc6_21448,S_08,,,,0.76202205,,,
dstc6_21449,S_09,,,,0.77303494,,,
dstc6_21450,S_10,,,,0.912308751,,,
dstc6_21451,S_11,,,,0.96281085,,,
dstc6_21452,S_12,,,,0.774238616,,,
dstc6_21453,S_13,,,,0.757008641,,,
dstc6_21454,S_14,,,,0.953750787,,,
dstc6_21455,S_15,,,,0.963675888,,,
dstc6_21456,S_16,,,,0.807668719,,,
dstc6_21457,S_17,,,,0.950825666,,,
dstc6_21458,S_18,,,,0.890815367,,,
dstc6_21459,S_19,,,,0.785188318,,,
dstc6_21460,S_00,,,,0.955356412,,,
dstc6_21461,S_01,,,,0.963729579,,,
dstc6_21462,S_02,,,,0.963729579,,,
dstc6_21463,S_03,,,,0.83023346,,,
dstc6_21464,S_04,,,,0.83023346,,,
dstc6_21465,S_05,,,,0.83023346,,,
dstc6_21466,S_06,,,,0.941011652,,,
dstc6_21467,S_07,,,,0.970092884,,,
dstc6_21468,S_08,,,,0.963729579,,,
dstc6_21469,S_09,,,,0.970092884,,,
dstc6_21470,S_10,,,,0.960165114,,,
dstc6_21471,S_11,,,,0.955356412,,,
dstc6_21472,S_12,,,,0.970092884,,,
dstc6_21473,S_13,,,,0.970092884,,,
dstc6_21474,S_14,,,,0.950767671,,,
dstc6_21475,S_15,,,,0.955356412,,,
dstc6_21476,S_16,,,,0.904847239,,,
dstc6_21477,S_17,,,,0.955356412,,,
dstc6_21478,S_18,,,,0.955356412,,,
dstc6_21479,S_19,,,,0.955356412,,,
dstc6_21480,S_00,,,,0.960303721,,,
dstc6_21481,S_01,,,,0.78597476,,,
dstc6_21482,S_02,,,,0.776098386,,,
dstc6_21483,S_03,,,,0.91771234,,,
dstc6_21484,S_04,,,,0.765648152,,,
dstc6_21485,S_05,,,,0.858937749,,,
dstc6_21486,S_06,,,,0.91771234,,,
dstc6_21487,S_07,,,,0.765113748,,,
dstc6_21488,S_08,,,,0.78597476,,,
dstc6_21489,S_09,,,,0.97212047,,,
dstc6_21490,S_10,,,,0.862560061,,,
dstc6_21491,S_11,,,,0.962281646,,,
dstc6_21492,S_12,,,,0.870716345,,,
dstc6_21493,S_13,,,,0.790065427,,,
dstc6_21494,S_14,,,,0.967962742,,,
dstc6_21495,S_15,,,,0.944435813,,,
dstc6_21496,S_16,,,,0.967962742,,,
dstc6_21497,S_17,,,,0.967962742,,,
dstc6_21498,S_18,,,,0.928161547,,,
dstc6_21499,S_19,,,,0.975153482,,,
dstc6_21500,S_00,,,,0.868180229,,,
dstc6_21501,S_01,,,,0.937838766,,,
dstc6_21502,S_02,,,,0.836304833,,,
dstc6_21503,S_03,,,,0.821710182,,,
dstc6_21504,S_04,,,,0.813654405,,,
dstc6_21505,S_05,,,,0.826608349,,,
dstc6_21506,S_06,,,,0.821710182,,,
dstc6_21507,S_07,,,,0.850184771,,,
dstc6_21508,S_08,,,,0.93615065,,,
dstc6_21509,S_09,,,,0.92779746,,,
dstc6_21510,S_10,,,,0.96235555,,,
dstc6_21511,S_11,,,,0.946651664,,,
dstc6_21512,S_12,,,,0.917514604,,,
dstc6_21513,S_13,,,,0.85326344,,,
dstc6_21514,S_14,,,,0.980011531,,,
dstc6_21515,S_15,,,,0.963711409,,,
dstc6_21516,S_16,,,,0.888258206,,,
dstc6_21517,S_17,,,,0.96230845,,,
dstc6_21518,S_18,,,,0.982559246,,,
dstc6_21519,S_19,,,,0.943559968,,,
dstc6_21520,S_00,,,,0.77675122,,,
dstc6_21521,S_01,,,,0.814868164,,,
dstc6_21522,S_02,,,,0.840988104,,,
dstc6_21523,S_03,,,,0.813716535,,,
dstc6_21524,S_04,,,,0.785611394,,,
dstc6_21525,S_05,,,,0.773204266,,,
dstc6_21526,S_06,,,,0.813716535,,,
dstc6_21527,S_07,,,,0.793460825,,,
dstc6_21528,S_08,,,,0.814868164,,,
dstc6_21529,S_09,,,,0.774467438,,,
dstc6_21530,S_10,,,,0.849969728,,,
dstc6_21531,S_11,,,,0.92058958,,,
dstc6_21532,S_12,,,,0.96281085,,,
dstc6_21533,S_13,,,,0.816350777,,,
dstc6_21534,S_14,,,,0.953023434,,,
dstc6_21535,S_15,,,,0.936176955,,,
dstc6_21536,S_16,,,,0.946375526,,,
dstc6_21537,S_17,,,,0.962530121,,,
dstc6_21538,S_18,,,,0.818305759,,,
dstc6_21539,S_19,,,,0.785188318,,,
dstc6_21540,S_00,,,,0.931828468,,,
dstc6_21541,S_01,,,,0.806265999,,,
dstc6_21542,S_02,,,,0.908243036,,,
dstc6_21543,S_03,,,,0.925804826,,,
dstc6_21544,S_04,,,,0.778688976,,,
dstc6_21545,S_05,,,,0.817655854,,,
dstc6_21546,S_06,,,,0.925804826,,,
dstc6_21547,S_07,,,,0.781057384,,,
dstc6_21548,S_08,,,,0.806265999,,,
dstc6_21549,S_09,,,,0.898839991,,,
dstc6_21550,S_10,,,,0.863859411,,,
dstc6_21551,S_11,,,,0.921153718,,,
dstc6_21552,S_12,,,,0.902315467,,,
dstc6_21553,S_13,,,,0.799930973,,,
dstc6_21554,S_14,,,,0.95143721,,,
dstc6_21555,S_15,,,,0.972917882,,,
dstc6_21556,S_16,,,,0.832217655,,,
dstc6_21557,S_17,,,,0.832217655,,,
dstc6_21558,S_18,,,,0.82278996,,,
dstc6_21559,S_19,,,,0.785188318,,,
dstc6_21560,S_00,,,,0.704705349,,,
dstc6_21561,S_01,,,,0.965881225,,,
dstc6_21562,S_02,,,,0.669713733,,,
dstc6_21563,S_03,,,,0.499093544,,,
dstc6_21564,S_04,,,,0.967489615,,,
dstc6_21565,S_05,,,,0.51510935,,,
dstc6_21566,S_06,,,,0.499093544,,,
dstc6_21567,S_07,,,,0.967489615,,,
dstc6_21568,S_08,,,,0.779784752,,,
dstc6_21569,S_09,,,,0.79930469,,,
dstc6_21570,S_10,,,,0.79930469,,,
dstc6_21571,S_11,,,,0.502775487,,,
dstc6_21572,S_12,,,,0.672457602,,,
dstc6_21573,S_13,,,,0.655011733,,,
dstc6_21574,S_14,,,,0.942685642,,,
dstc6_21575,S_15,,,,0.975386521,,,
dstc6_21576,S_16,,,,0.942685642,,,
dstc6_21577,S_17,,,,0.942685642,,,
dstc6_21578,S_18,,,,0.79930469,,,
dstc6_21579,S_19,,,,0.93189272,,,
dstc6_21580,S_00,,,,0.671793223,,,
dstc6_21581,S_01,,,,0.630533562,,,
dstc6_21582,S_02,,,,0.633126857,,,
dstc6_21583,S_03,,,,0.677735638,,,
dstc6_21584,S_04,,,,0.620106445,,,
dstc6_21585,S_05,,,,0.65426984,,,
dstc6_21586,S_06,,,,0.677735638,,,
dstc6_21587,S_07,,,,0.735544734,,,
dstc6_21588,S_08,,,,0.650105568,,,
dstc6_21589,S_09,,,,0.643140986,,,
dstc6_21590,S_10,,,,0.869301277,,,
dstc6_21591,S_11,,,,0.801599482,,,
dstc6_21592,S_12,,,,0.685776547,,,
dstc6_21593,S_13,,,,0.809847466,,,
dstc6_21594,S_14,,,,0.751595718,,,
dstc6_21595,S_15,,,,0.890073646,,,
dstc6_21596,S_16,,,,0.855478767,,,
dstc6_21597,S_17,,,,0.890073646,,,
dstc6_21598,S_18,,,,0.805797336,,,
dstc6_21599,S_19,,,,0.978461266,,,
dstc6_21600,S_00,,,,0.590471031,,,
dstc6_21601,S_01,,,,0.771593466,,,
dstc6_21602,S_02,,,,0.803445838,,,
dstc6_21603,S_03,,,,0.606395923,,,
dstc6_21604,S_04,,,,0.587217876,,,
